Id,ProductClassificationId,Isin,IsSecondaryMarket,Code,ExchangeCode,AssetId,AssetName,AssetCurrency,Currency,Status,FollowCode,IsSiat,AssetNMP,AssetIsin,AssetNMPExchangeCode,AssetDecimalPlaces,AssetRic,MarketingAssetNMPExchangeCode,MarketingAssetNMP,MarketingAssetId,MarketingAssetISIN,MarketingAssetRic,MigratedToOneFlow,MaturityDate,AssetCurrencyRaw,TodayBarrierHitDate,IssueDate,Venue,IsPanther,EsgEligible,FkAssetType,PutOrCall,Ratio,Strike,BarrierTurboCertificate,CurrentLeverage,IsQuanto,Bid,Offer,BrokerLinks,RatioSuffix,StrikeSuffix,BarrierTurboCertificateSuffix,CurrentLeverageDecimalPlaces,_asset_name,_typ,FactorLeverage,StrategyExtended,ManagementFee,AdaptionEvent,BarrierAbsoluteLevel,_spot
5676800,47,DE000FA7LV72,False,FA7LV7,CBDE,693,S&P 500,Pkt,EUR,65,,False,S+P500_INDEX,US78378X1072,CBUL,3,.SPX,,,,,,False,,USD,,2025-07-25T00:00:00,,False,,2,Put,100.0,8752.566517,8752.566517,7.37984583700251,False,8.99,9.0,,:1, Pkt, Pkt,1.0,S&P 500,turbo,,,,,,7618.684155499999
6715915,47,DE000FE6A668,False,FE6A66,CBDE,693,S&P 500,Pkt,EUR,65,,False,S+P500_INDEX,US78378X1072,CBUL,3,.SPX,,,,,,False,,USD,,2026-05-29T00:00:00,,False,,2,Put,100.0,10457.57858,10457.57858,2.8047130815012,False,23.67,23.68,,:1, Pkt, Pkt,1.0,S&P 500,turbo,,,,,,7618.684155499999
676333,47,DE000CL9E668,True,CL9E66,CBDE,693,S&P 500,Pkt,EUR,65,,False,S+P500_INDEX,US78378X1072,CBUL,3,.SPX,,,,,,False,,USD,,2020-04-02T00:00:00,,False,,2,Call,100.0,3446.513943,3446.513943,1.80483844481619,False,36.8,36.81,,:1, Pkt, Pkt,1.0,S&P 500,turbo,,,,,,7618.684155499999
7047325,47,DE000FG6Q4A8,False,FG6Q4A,CBDE,693,S&P 500,Pkt,EUR,65,,False,S+P500_INDEX,US78378X1072,CBUL,3,.SPX,,,,,,False,,USD,,2026-09-03T00:00:00,,False,,2,Call,100.0,7622.704047,7622.704047,74.6247742924922,False,0.89,0.0,,:1, Pkt, Pkt,1.0,S&P 500,turbo,,,,,,7618.684155499999
6716098,47,DE000FE6A6E8,False,FE6A6E,CBDE,693,S&P 500,Pkt,EUR,65,,False,S+P500_INDEX,US78378X1072,CBUL,3,.SPX,,,,,,False,,USD,,2026-05-29T00:00:00,,False,,2,Put,100.0,9808.872169,9808.872169,3.66957276063412,False,18.09,18.1,,:1, Pkt, Pkt,1.0,S&P 500,turbo,,,,,,7618.684155499999
6716207,47,DE000FE6A6S8,False,FE6A6S,CBDE,693,S&P 500,Pkt,EUR,65,,False,S+P500_INDEX,US78378X1072,CBUL,3,.SPX,,,,,,False,,USD,,2026-05-29T00:00:00,,False,,2,Put,100.0,10108.275127,10108.275127,3.21160342298423,False,20.67,20.68,,:1, Pkt, Pkt,1.0,S&P 500,turbo,,,,,,7618.684155499999
6716263,47,DE000FE6A6X8,False,FE6A6X,CBDE,693,S&P 500,Pkt,EUR,65,,False,S+P500_INDEX,US78378X1072,CBUL,3,.SPX,,,,,,False,,USD,,2026-05-29T00:00:00,,False,,2,Put,100.0,10233.026359,10233.026359,3.05378710568907,False,21.74,21.75,,:1, Pkt, Pkt,1.0,S&P 500,turbo,,,,,,7618.684155499999
6943376,47,DE000FG2R420,False,FG2R42,CBDE,693,S&P 500,Pkt,EUR,65,,False,S+P500_INDEX,US78378X1072,CBUL,3,.SPX,,,,,,False,,USD,,2026-08-03T00:00:00,,False,,2,Call,100.0,7401.184856,7401.184856,23.8059546384042,False,2.79,2.8,,:1, Pkt, Pkt,1.0,S&P 500,turbo,,,,,,7618.684155499999
5919932,47,DE000FD17AD6,False,FD17AD,CBDE,693,S&P 500,Pkt,EUR,65,,False,S+P500_INDEX,US78378X1072,CBUL,3,.SPX,,,,,,False,,USD,,2025-10-07T00:00:00,,False,,2,Put,100.0,9281.325955,9281.325955,4.89793198467282,False,13.54,13.55,,:1, Pkt, Pkt,1.0,S&P 500,turbo,,,,,,7618.684155499999
5385549,47,DE000SX3YK20,False,SX3YK2,CBDE,693,S&P 500,Pkt,EUR,65,,False,S+P500_INDEX,US78378X1072,CBUL,3,.SPX,,,,,,False,,USD,,2025-05-02T00:00:00,,False,,2,Call,100.0,6025.638752,6025.638752,4.54901633719824,False,14.58,14.59,,:1, Pkt, Pkt,1.0,S&P 500,turbo,,,,,,7618.684155499999
